text,percent
"Aplaudo a Bolsonaro por aprobar por decreto y sin más preambulo,la inmediata resolución de que los ciudadanos se ar… ",0
Ese moño te queda feo regalada,0.45
Estoy como si me hubiesen cagado a patadas. LPM,0.8
"Qué paja el academicismo dogmático, todo lo tienen que demostrar con autores (que casi siempre son onvres).",0.275
" : Don   como así, supuestamente usted twiteo que estaba indignado, yo lo veo cagado de la ris…",0.3
" : A ver IDIOTA. Funcionarios entre médicos generales, especialistas, enfermeros, tecnólogos médicos, laboratoristas, etc.. J…",0.625
Malparido comunista hijo de puta ,1
"  ¿QUÉ HACES PEGÁNDOME, DESGRACIADO?",0.775
decime como haces para tener un mismo layout tanto tiempo  — xq m da paja cambiarmelos entomces encuentro uno q m… ,0.05
  en esta narco dictadura marxista y comunista de narco payasos y sus narco putas y jalabolas… ,0.925
"  Ya sabemos que eres un ardido, y estúpido.",0.925
 Ah no vale bro y entonces? falta que digas que la empanada se come con cubierto cheko,0.075
" : Nos cuida las bicis todo el verano al rayo del sol con 30 y pico de grados en la balconada, jugo un fútbol con nosotro…",0
" : Sólo la lógica del criminal explica el disparate anunciado por el dictador Maduro.
Además d ilegítimas, las �umedidas” so…",0.4
Te vuelvo a ver viendole el culo y te meto tu coñazo ,0.8
 no solo eres una basura mediática que no hace nada bien más allá de jalarle bolas al vampiro lácteo… ,0.675
  a esta bruja ya que le llegue que se vaya con Calderon y Fox. Por corrupta.,0.65
"Un chamo me acaba de escribir con mucho cariño que me admira mucho y le impresiona todo lo que he logrado ""a pesar de mi autismo"". ",0
" :  Mi hija menor le paso en junio
Y gracias a thelma se animó a contarlo!!!
Mi hija lo público y salieron más.…",0
   Coño y como hace el guevon de a pie para poder comprar con la tdd… ,0.475
"Matemáticas, geometría, calculo, física y unos cuanto manusheros, la ciencia de jugar canicas. ",0
 Mas triste de una �umadre de la patria” haciendo eco de tal fuente. Sea seria y use fuentes válidas. Sino queda como �uvieja de patio”,0
La puta madre gracias dios por hacerme contemporaneo com este River,0.625
Una chica violada y muerta por un puto enfermo violador y asesino de mujeres y aquí la peña con sus teorías de mier… ,1
 : Estuve 17 días en Caracas luego de dos años sin ir. Quiero comenzar por lo bueno: todos los afectos con los que tuve t…,0
 : En Cuba más de 86 mil personas están consagradas a hacer ciencia y de ellas 53 por ciento son mujeres #CiegodeAvila #Cien…,0
 Jalabolas..ahora a comer patria,0.625
" : Si la verdad que soy una persona complicada. Oculto mucho mas cosas de las que digo,quizas a lo mejor por eso,a veces, me…",0
 : no puedo creer la cantidad q toy escabiando en un par voy a empezar a salir con una petaquita escondida en las tetas y le vo…,0.6
"La fuente de ganancia y consumo suntuario de los capitalistas es la plusvalía extraída de los trabajadores. El hecho que un empresario asuma como Presidente de la República, no lo transforma, éste seguirá anteponiendo sus intereses por encima de los de la clase que ha explotado.",0.05
Esta es la loca que escupía bilis al abogado de Darthes cuando Iúdica le cortó el micrófono. Mirála vos a la sorora!!!…,0.325
 Con el café y la empanada,0.075
 : El alma de los pueblos es la constitución,0
" :  Vendido TRAIDOR.  Lenin,  eres una basura!",0.8
"AL MÁS DESGRACIADO LE ESTÁN MATANDO LENTAMENTE: ""El grave deterioro físico en prisión del falso cura impide que tir… ",0.625
" : #Urgente
Desde  Perú
Lee el pronunciamiento el primer teniente José Hidalgo
Grupo de militares venezolanos se pronuncia en un…",0
" : Lo que me das, lo que te doy nadie lo sabe
El calor de tu piel es una de tus cualidades.",0
"Si quieres vivir una vida feliz, átala a una meta, no a una persona o a un objeto. #Tips #Frases #Seguros #Motivacion",0
 :  Entrega de Programas Integrales de Desarrollo de la Secretaría de  y del Trabajo y Previsión Social …,0
" : Holis, tengo un perro pastor alemán pura raza (anda flojo de papeles pero pura raza al fin) se llama Felipe y es un pan…",0
" : Estimada foca con cargo: La clase parasitaria que vive del trabajo ajeno no es la burguesía, eres tú.",0.5
 : Yo copiaba frases así de Google y las pegaba en facebook jajajajj ,0
 : LE HACEN UN SUMARIO POR LO QUE PIENSA. ENTIENDEN ESO??? LO VAN A SANCIONAR EN SU TRABAJO POR OPINAR DISTINTO EN EL ÁMBITO PR…,0
"  La luna me está mirando, yo no sé lo que me ve, yo tengo la ropa limpia, ayer tarde la lav… ",0
  No solo por lo aparato sino por lo degenerado! Un pedofilico,0.8
" Me matas de amor, lo sabees??
",0
Venezuela. Delegados de 94 países acompañaron a la juramentación del Presidente Nicolás Maduro/ La Solidaridad Inte… ,0
" :  VETE DE UNA VEZ,  MAMARRACHO!!! ",0.425
" eso es algo que un anormal diria, buenas noches",0.625
Será divertido igual de entonces ,0
Bando de degenerado,0.325
Alguien vaya al cine conmigo,0
  Si está regresando el 50% Mardito de los que se han ido,0.625
Normalicen fomentar la lectura y la venta de libros en vez de legalizar la compra y el uso de armas de fuego.,0
" Riquelme sabe de fútbol mas quw vos gordo estúpido! 
Le cerro el orto a todos. Mil besis!",0.5
hacer stream desde la computadora siempre va a ser lo mejor porque en el celular mantengo abiertas como 6 apps y me… ,0
"Dicen que dios le da las batallas más difíciles a sus mejores soldados pero yo, njda debo ser el más arrecho de su ejército",0.675
 Nadie loca,0.45
estaba re tranqui jugando a los sims 4 y mi computadora se apagó sola,0
Por eso tendrás 7 años de mala suerte. Si los novios te dejan o te montan cacho ya sabes por qué es. Lo mejor es que no dejes descendencia.,0.125
"Y entre tanto ramerío, ya te apodamos la ramera",0.625
"Marchetti, el engendro casado con el engendro de Donda, es un pervertido, un depravado, lo raro es que haya gente que lo sigue queriendo",0.325
Agradezcamos a ⁦⁩ por el ruido que ha hecho respecto a  PERO vamos a exigirle cautela en estas horas ,0
"Es re estúpido cuando tiran indirectas porque su ex pareja tiene a alguien más en su vida. A mí más que molestarme, me hace feliz que mi ex hoy en día tenga a alguien que le haga bien, que lo cuide como se lo merece. Uno no tiene que vivir encerrado después de una separación.",0
"Actualmente trabajo para dos empresas Chinas del Acero y Aluminio, con facilidades para importar hacia Venezuela SIN SIDOR o ALCASA",0
"Si, seguramente tiene veracidad porque es una cuenta crema . Se nota te puse mas anormal de lo que ya sos, días pensando que responderme. Mis goles todavía retumban en tus nalgas. ",0.375
Estos 13 snacks y alimentos contienen más proteínas que una barrita proteica (y mejores nutrientes),0.05
¿Requieres  una #Fianza? Ven a nuestra sede y serás atendido por nuestro equipo de trabajo; contamos con el personal altamente capacitado en la materia.,0
Ustedes hacen estas cosas y yo quiero llorar más las/os odio ,0
"Y todavía los borregos miserables creen en los que les dice el Maldito Chavista mayor.  No hubo pernil para todos ni lo habrá, se acabó la época de la renta multimillonaria donde ustedes recibían las sobras, ahora que entra poco a los bolsillos de sus lideres no hay pa ustedes. ",0.575
Ahora es gay el marico este,0.625
"Este mmgvo, de bolas que soy completamente de él",0.95
"Se ha pedido información y nada, nos aturden con frases distractivas para que no preguntemos",0
"Que mal lo paso desde que Manolo Valle dice que a los que hablamos castellano, nos asedian en Barcelona. Ya no hablo con nadie y he llegado a casa corriendo desde el trabajo como si no hubiese un mañana. Gracias Manolo, te como los huevos!",0.375
 : Por qué nadie me lo dijo debo haber parecido un idiota ,0.625
"Al final comió veneca, no se aguantó ese negro corrompido. ",0.875
Me gustó un video de   EL MEJOR REMEDIO PARA LA TOS SEGÚN LA CIENCIA | EVIDENCIA CIENTÍFICA | DOCTOR,0
" HDLGP, MLPRIO, RECONTRACDTM, MLDTO, MMWB, SUCIO, ARRASTRADO, ENGENDRO, GUSANO, PESTE, MIERD MALOLIE… ",1
Mi computadora no se prende mas y no puedo hacer el #10yearchallege,0
Parece una totona con un poder de convencimiento arrechisimo jajajaja,1
" Sobre todo a el lo afecta muchísimo esta situación, Mojonero!",0.725
 Uds de verdad que hablan más paja. Uds creen que la inteligencia cubana se va a joder a sí misma? O son ud… ,0.3
" :  Más jala bola y arrastrado no sepuede ser,aunque entre    (que…",0.85
" : Cállate esa boca, pajúo jahshs ",0.425
 feliz noche de verda que totona tan linda me gustaria conocerlos,0.625
Quiero volver a verte pato ,0.575
 Todos somos el negro de mierda de alguien,0.875
ustedes son muy jovenes pero hubo un tiempo en el fandom que me decian ari la de 13 y se tomaba cafe cagado con las popotudas de maia,0.075
"Mi profesionalidad está por encima de la afinidad que pueda tener con compañeras que voluntariamente han entrado en 1 concurso. No pienso cohibirme ni a dejar de hacer mi trabajo como siempre lo hago. No sería justo ni para los que me dan trabajo, ni para la audiencia, ni para mi ",0.075
¿Para qué sirve la OEA? ¿Vale la pena pertenecer a ella? ¿Por qué no hacer un frente común latinoamericano y caribeño y desenmascararla junto a su actual secretario general?,0
El 23 de Enero es un día decisivo para Venezuela.  Organizate y sal a la calle con tu grupo en respaldo a Guaido!,0
A policía identifica o secretario xeral da CIG e a un delegado da central en Alcoa durante a marcha que os traballadores/as da #Coruña están realizando dende o Ministerio de Industria até o edificio no que se vai celebra a reunión coa empresa ,0.075
Ni JJ Rendon ni ningún experto en campaña sucia detiene proyecto en PLD . Reelección es camino cerrado . Funcionarios reelecciónistas deben saber No estamos en 2015 . La pava ya No pone donde ponía . RD no acepta dictadura. Danilo termina 16 agosto 20 .,0
"A esta mujer hay que hacerle un monumento. Cada vez que necesito un artículo científico, ¡voilá!, ahí está ella con el artículo en medio segundo. De verdad, no os imagináis el tiempo que nos ahorra ",0
"    pobre pendejo,ponte a trabajar guevon en vez de andar de arguendera",0.8
"A esta mujer hay que hacerle un monumento. Cada vez que necesito un artículo científico, ¡voilá!, ahí está ella con el artículo en medio segundo. De verdad, no os imagináis el tiempo que nos ahorra ",0.025
 Esa totona,0.95
Fuerte como empanada de menta ,0
 Cada ves entiendo menos que cuando resuelvo exámenes de matemática ,0.025
igual yo me encariño al toque con la gente si estoy mas falta de amor,0
Como hacer tu propia Nutella ,0.025
"ESTE AÑO ES EL BUENO CARAJO Venimos mejor preparados y con más corazón, este año será campeón",0.3
"Usted puede visitar los destinos que quiera, goza de un trabajo estable, con muchas ventajas, piense en los millones de compatriotas que no ajustan ni la canasta básica, ¿pueden viajar? O será que el anuncio sólo va dirigido a políticos y empresarios.",0.05
¿Y si los hombres en lugar de opinar tanto sobre #SalvemosLas2Vidas dejamos de violar a las mujeres? Parecía más efectivo que encarcelar a las victimas que deciden no llevar a término un embarazo producto de una violación ,0.025
Choro intergaláctico trimardito ,0.95
"La matemática es simple, está eliminado, gana el Jueves y llega a 3 pero vs que tienen tres juegan Viernes y  no pueden perder ambos, ya es finalista #TorneoFOXSportsCol",0
"Marico en serio mi crush es burda de gafo y que nadie quiere tener una relación seria con el, y yo que?????? Maldita sabandijaaa parame bolaaas.",0.8
Todos agitando para ir al baile y yo toda hdp estoy ,0.85
" Qué bueno, ya se viene el #S10. Pregunta: para cuando el idioma español en #BixbyVoice?.",0
"Ésta felicidad no me la saca nadie!! Dos veces en un año, culo roto",0.575
"Hoy un señor me chiflo desde su carro en pleno centro y me ""elogió"" las piernas, acto seguido  ninguna persona lo vio feo a el, me voltearon a ver el short a mi.",0.3
"En alianza con ,  trae para ti el Diplomado en Derechos Humanos  pautado… ",0.025
 Inclina un poco la cabeza y verás que se te calló el cerebro gafo,0.55
 :  Porque sus empleados tratan tan mal a los clientes? El muchacho gafo que cobra en la taquilla del Marquez no…,0.725
 Este es  judío  de mierda,0.875
Argentina. Milagro Sala fue condenada a trece años de prisión: Otro capítulo de la persecución - Resumen Latinoamericano ,0.05
.......Y EL RESTO DE LA POBLACIÓN SOMOS UNOS POBRES GUEVONES  ?? ¿¿ HASTA CUANDO TANTA DISCRIMINACIÓN ??  presidente,0.625
"Pero coño de la madre, si apenas me estoy reponiendo de la última vez. ",0.625
"Una de las primeras grandes enseñanzas del Maestro César Luis Menotti. Anécdota pedagógica junto al Flaco, Juan Simón y Beckenbauer. ",0.05
 está tan asustado que el pelo se le está poniendo negro de nuevo.,0.025
"En minutos estaré en #APrimeraHora conversando sobre mi Reforma a la Ley de Reconciliación Nacional (5377), la cual tiene la primera lectura hoy en el Pleno del Congreso, por ",0.075
Voy a empezar a dar Uf a todo mmgvo q hable mal de Maria Corina... Xq si los demás hicieran algo para salir de esta mierda listo! Pero son una cuerda de webones todos becerriados q la critican sin base cuando HA SIDO LA ÚNICA q le ha cantado sus vergas al chavismo! PENDEJOS!!!,0.7
Gabriel Lozada un solo coñazo ,0.7
Asco tu programa amiga,0.55
"Deberia hacerme un twitter mas personal? 
Re al pedo igual jaja pero bueno",0.175
Necesito una empanada con una malta fría,0
"Completamente de acuerdo. No hay nada más efectivo y que genera el mínimo % de desgaste tanto físico como mental, que el trabajo en equipo. Y es aquí donde se aprecia el respeto del superior a su subalterno y viceversa.",0.075
"No jodan, te tardaste 24 horas en dar esta información , un copy-paste de jóvenes de secundaria tiene más trabajo de fondo, de menos buscaron en internet que copiar. ",0.025
" : ¡JAJAJAJAJAJA!
Llevo como 10 minutos riéndome como estúpido, 

 ",0.375
"Si a Cs ya se les vio el plumero, en Andalucía, calladitos con el PSOE y en Madrid dando el coñazo todo el día con sus leccioncitas de moral. Vaya tropa. Ahora, prefieren seguir pactando con los que roban a mansalva, en lugar de hablar con los que representan a 400.000 andaluces",0.125
 :  Idiota tu que por tu odio homosexual no admites que con Correa el IESS x primera vez en su historia se…,0.85
mas tonto y no nace el chaval,0.3
" La articulación de con es una experiencia positiva y clave en la atención a niños y niñas de Misión Ternura, aclara Ministra socialización de norma técnica para educadoras. ",0.075
" Eres una puta vergüenza, gordinflon mojonero! ",0.875
es necesario depilarse las cejas? pq la verdad que me da mucha paja,0.375
    Esto es una gran realidad    muc… ,0.075
"Zapatero a tus zapatos, dicho que describe a ciencia cierta lo que es para uno en el momento que sucede. Dedicarse a uno mismo y mantenerse al margen de lo que altere la felicidad propia, determinan su firmeza en el proceso.",0.075
Mi prima ya tiene novio mi familia me  dijo y aja usted cuando presenta el suyo? Jaja maldito maduro,0.55
 Eres rolo e mmgvo y punto .. Sea serio y mas naaaas,0.8
Come la empanada con tenedor y cuchillo jajaja que alguien le enseñe que se come con la mano! #CampanasEnLaNoche,0.075
MARICO ESTÁ PRECIOSOOOOOO ,0.55
Los malandros d los bancos  públicos y privados siguen jodiendo con el efectivo. Dan billetes pequeños y los grandes los bachaquean,0.075
JAJAJAJAJAJAJA ese mmgvo fue demasiado autóctono ,0.875
Maduro lo han dejado claro no hay cambio en Venezuela mientras él esté frente al gobierno. Pinta un país imaginario.,0.05
" : Cuando de verdad muestro interés o me encariño con alguien, me hacen mierda tan fácil.",0.075
"Estaba dormida, me entró una llamada, apague el teléfono, seguí durmiendo",0.025
"Gracias twitter por hacerme pasar de ""Callate la jeta"" ""pendejo"" ""alv"" a ""cerra el orto"" ""boludo"" ""ahre""",0.7
"las pymes se estan fundiendo xq no hay consumo, xq las tasas son una locura, xq mas del 60% del año trabajamos para pagar imp, que pagamos aun perdiendo fortunas, por los juicios laborales...  Somos productivos, hasta que el producto sale de nuestras fabricas.",0.075
      Una porquería menos... ¿Ramírez dónde andas malparido l… ,0.975
Mi ex es marico. Jajajajajaja ,0.7
Esa maldita gorda era Chavista una lastima que le den esta sorpresa a una csm que ayudo a la ruina del país y EL MAMAGUEBO que me diga que porque la incluyo a ella es un MALDITO CHAVISTA HIJODEPUTA sin cerebro.,0.85
"Estamos en proceso de construir un centro de administración de #TraficoSV.   Queremos renovar el sistema de semáforos, actualmente hay dos que no logran coordinarse y gestionar de mejor manera el tráfico",0.075
" Seguro salen los jalabolas de , ,  y  a decir que eso es en EEUU o Colombia.",0.625
El Polo Magnético de la tierra está cambiando a gran velocidad y nadie sabe por qué ,0.025
Estoy buscando arduamente trabajo como Educadora de Párvulos para Colegio. Si tiene algún dato o quiere ayudarme a dar RT se lo agradecería mucho,0.025
"¿Y acaso esta vieja de mierda inhumana es alguien que hay que andar demostrándole hueás? Porque veo que le piden que se retracte y puta, realmente, es NADIE. ",0.7
Un pendejo de veinti pico decirte que te la va a dar!!  Sepan que ustedes cogen bien despues de los 40!  Quizas nos hacemos las pendejas,0.7
"este señor alcalde del municipio independencia del estado miranda la verdad no quiere nada con cartanal, ya dieron las cajas del clap en varios sitio y aquí en caratanal ya tenemos un mes que nos dieron la caja del clap",0.125
Me criticas tanto pero igual eres una basura,0.75
" si tuvieras media teta afuera seguro te aceptarian el ""que gonorrea"" jejeje",0.55
 Ésto era lo que había pa todo el mundo. Así que vaya con ése cuento chino pa otro lado. Gafo ,0.3
"¡Fue un apasionante 1er día de #congresofuturo! Gracias a todos quienes nos acompañaron en el y vía internet.   Los esperamos mañana en una nueva jornada de conversación sobre tecnología, sociedad y todo eso que parecía ciencia ficción, pero que hoy es 100% ciencia. ",0.025
Origen de muchas palabras o frases que usa la comunidad,0.125
Es la retórica de la extrema izquierda la mentira mienten en todo yo tengo una amiga Rusa que vive en Málaga hace mucho y ella dice tengo a mi familia allí pero como vivo en España no he vivido en mi vida el comunismo solo es capitalismo para los políticos el pueblo pasa hambre ,0.075
"veo este video y se me caen las lágrimas, le quitaron toda esa felicidad en segundos, vamos a romper todo por vos compañera, que no te queden dudas  ",0
"Donald Trump: ""Pido al Congreso que apruebe leyes para prohibir el aborto tardío de niños que pueden sentir dolor en el vientre de la madre""",0
" le aseguraron el futuro de su familia ya coño le va a importar al venezolano,por eso esta haciendo el papel de títere lo que busca es q se retiren la ayuda internacional por eso el vacilon q carga de que es y no es el presidente, ya veran es otro mas d MUD",0.625
Proponemos:  1. Cancelar aprobación del dictamen Guardia Nal.  2. Nuevo dictamen q refunde el Sistema Nal de Seguridad Pública.  3. Crear plan de fortalecimiento de la Policía Federal con supervisión externa.  4. Asegurar la intervención militar excepcional en tareas policiales.,0.075
 Jajajajajajajajajja mardito ,0.8
 Jajajajajaj quiero ver esa comiquita ..! Todos corriendo,0
"Todo parece indicar que ese sector de la oposición que está coordinado por Falcón, Capriles, Rosales y Allup pretenden el fracaso de Guaidó para luego imponer la capitulación del diálogo.",0
"De dónde habrá salido semejante comemierda!!! No es un carga maletín, es un grandísimo jalabolas... Cállate cabron!!",0.8
"ASÍ ES SIN OFENDER NI NADA ..OÍSTE CHAVISTA TE ESTÁN ENGAÑANDO  .TE ESTÁN ENGAÑANDO AMIGO ,,,NO ME AGUANTO ,,MALDITO TE ESTÁN ENGAÑADO MALDITO CHAVISTA ANIMAL BRUTO DE LA VERGA .NO PENSÁIS ABRIR LOS OJOS MALDITO CHAVISTA CIEGO ..DISCULPEN PERO NO ME PUDE CONTENER",0.875
 Ponle casa... jajajajaja,0
"�uAhhhh ahora todas fueron abusadas” si pelotudo de mierda!!!! TODAS de alguna u otra forma, ENTENDES AHORA EL HARTAZGO O TE HAGO UN CROQUIS?!",0.7
"ah pichona...ni idea. No tengo tetas, y mi culo quedò en el recuerdo...",0.7
"Tuiteros chavista divulgando falsedades e inventando supuestos,se saben cerca del fin veremos acusaciones y demás artimañas para decepcionar al pueblo pero no van pal baile les quedan pocos días la democracia ya esta aquí encabezada por Guaido ",0.3
   Degenerado pedófilos  .Con los chicos No .. Espero que alguién yo me serí… ,0.9
"Y solo llevaba un billete de 20€ y no se puede pagar con él en el bus, si es que soy un desgraciado xD",0.375
"El galeronista Richard Gascón, desde Delta Amacuro, desagravia a Armando Reverón, el maestro de la luz, tras destrucción de su estatua en Sabana Grande #Caracas por el odio y el fascismo ¡#Venezuela y su #cultura se respetan! ",0.05
" : De los creadores de �usi no te matan no es violacion” llega �usi van a matarte, no te defiendas”...
HASTA EL COÑO YA!!! …",0.775
La policía detecta cómo la izquierda radical 'durmiente' se reorganiza para atacar a @vox_es,0.05
pude arreglar la computadora xdd ,0
"Mejor dicho, es un marico",0.7
"Re cualquiera la que están haciendo ya, se están yendo a la mierda las wachas‍�e",0.5
SIGO RE SENSIBLE POR EL VIDEO Y VIENE MI HERMANA A ROMPER LAS PELOTAS. EU PERO TREMENDO VIDEAZO POR FAVOR CUANDO LO ESTABA VIENDO ENTENDÍ TODO OJALÁ LUKE NUNCA MÁS PASE POR UNA SITUACIÓN ASÍ LO AMO MUCHO NO QUIERO QUE NADA MALO LE PASE.,0.075
Marico Junior no ganó por cagón,0.625
"Esto es lo más estúpido que pudo hacer el "" APRA."" Esta tipa no representa a la mujer aprista, representa a todos los troles apristas en RRSS. Si Haya viviera, se volvería Morir pero de vergüenza. Gracias a estas cojudeces el APRA está muriendo compañeros! ",0.5
En mariquita sanches entre Rosa María sequeira y Alfredo v bonfiel existe un contenedor que sirve de foco de delincuencia podrían retirarlo,0.125
  eres una basura por favor renuncia.,0.75
El drama gay llegó a la televisión mexicana...  ¡y nos encanta!    Juliantina indigna a varios LGBT,0.25
"Guadalajara en el Top 5 a Nivel Latinoamericano y Europa, además México se sigue consolidando en los Primeros Lugares en el #3erRetoShiny ¡Resultados! ",0.125
Esa banca hizo algo que ninguno de nosotr lograremos en nuestra vida.... tocar las nalgas de Suho.,0.45
" Aqui estoy, deja la homofobia coño tu madre, respeta mariquita.",0.7
"Hoy celebramos la vida y obra de Enrique Martínez Blanco, quien tan generosamente nos obsequió el arte del cartel del Maratón Puertorriqueño de Lectura y del Maratón Latinoamericano de Lectura en el año 2016. ¡Gracias, Enrique! Tu obra permanecerá por siempre...",0.05
"Mamá va a ir al baile y en vez de mandarle un mensaje a su amiga que decia ""si vos va, yo voy también"" adivinen que? Se lo mando a su novio ajjajajajjaja A SU NOVIO",0.05
 era como comer pollo agridulce jssjajaj estaba rica igual,0
"Mi mayor miedo hasta ahorita, es fallarles a mis padres y no dar lo mejor de mi para poder ser aceptada en la Universidad que yo quiero :(  Desde hace 1 mes y medio estoy estudiando para mi examen de admisión.   Espero en verdad que me vaya bien ",0.05
  Q tipo mas necio,0.7
"Mirá series, documentales, micros y  sitcoms de ciencia y tecnología en nuestra señal  Hacelo online acá:",0.025
Coño a ese pendejos lo que falta es darle un hijo. Más jalabolas imposible. ,0.7
"Una ola de amor para este niño venezolano de nueve años , que recibió un diploma al mérito en Estados Unidos por mejor rendimiento académico y por haber aprendido el idioma en tiempo récord. De Acarigua para Seattle",0
     Que diferencia hace q el bebé viva a muera? Y d… ,0.8
"La universidad es fácil, es como andar en bicicleta, Y LA BICICLETA ESTÁ EN LLAMAS, Y EL CAMINO ESTÁ EN LLAMAS Y TODO ESTÁ EN LLAMAS PORQUE ESTÁS EN EL INFIERNO.",0.4
"MARICA, LA DIVAZA ME DIO MG.
AYUDAAAA.",0.2
"La irresponsabilidad de la gente, coño, si te digo para comprarte algo, y te haces el guevón?   1.- Me olvido de tu existencia 2.- Solo te mando a la mierda (y después te desconozco) 3.- Solo te mando a la mierda 4.- Te ignoro para toda tu existencia",0.625
 eres una basura y me arrepiento de alguna vez haberte apoyado imbecil,0.75
Libertad de los padres para escoger el colegio de sus hijos? Qué libertad tiene una familia de Lumaco comparada con una de Vitacura para ejercer esa libertad?De ahi el rol del Estado en la Sociedad para crear condiciones de igualdad.,0.075
Sin sueño y con ganas de que me den ricos besitos en la totona,0.8
"La risa sarcástica que tiene esa vieja de mierda da cuenta de que makina todo lo que esta pasando. Ella es feliz haciendo que el odio llegue a este pais. ARDERAS EN EL INFIERNO VIEJA MALA, YA QUE LO QUE HACES ES DIVIDIR A LA GENTE , en esta navidad te deseo ,,, no te deseo nada",0.625
Pegaría sentarse a llorar... Lo raro es que no siento nada,0.075
Mamame el güevo trimardito.,0.95
"Entonces ahora tenemos q esperar 7 días para el otro capítulo y cuANDO LLEGUE ESE DÍA tendremos que esperar otros 7 y así sucesivamente, bueno no sé ustedes pero no sé q haré, me voy a comer las uñas, me voy a arrancar los pelos, QUÉ DESESPERACIÓN!!",0
 Este es un marico.,0.95
En un Sevilla Fútbol Club-real de madrid de hace algunos años se produce una falta al borde del área en el minuto 82 y pide la pelota Reyes y pasa esto...,0
"Cambien el ""es porque"" del principio por una coma.  oportunidad y en las que te den dislikes no como gritos de acabar la serie, sino como una mera opinión. Como las redes neuronales, usa estas coyunturas para saber cómo actuarán en el futuro. Desde luego que darle brócoli a tu",0.1
"Ministro Morán asegura que no descansará hasta obtener la libertad del policía, que recibió 7 meses de prisión preventiva por abatir a un delincuente:  �uNo vamos a ceder hasta obtener su libertad porque ese efectivo ha abatido a un delincuente en una intervención legítima”. ",0
"Algunas características de cada raza de perro, como la agresividad o el instinto persecutorio, podrían estar determinadas por la genética",0
 Eres pero que muy tonto. Esta saliendose en la nba y lo que pones es eso,0.45
El presidente de los Horticultores reveló que de manera inusual hay cuadrillas de personas ya sin trabajo ,0.1
"Si la verdad que soy una persona complicada. Oculto mucho mas cosas de las que digo,quizas a lo mejor por eso,a veces, me gane el estres. Porque callar no es tan divertido cuando sabes que si hablas,a nadie le interesaria escucharte.",0.075
"Me gusta marihuana, me gustas tu",0.025
" La rata es endémica en conurbano, así que no es raro, pero es criminal no haber hecho nada sabiendo esto.",0.3
JJ pequeño dictador  confirmamos que eres una basura como presentador #SomosLaAudiencia23,0.475
Me apendeje bien pero bien mamón me siento bien pendejo ,0.575
"Absolutamente trágico asesinato de Wilson Ortega, equipo guardaparques Sierra Nevada Sta Marta: señal de involución social que sigue amenazando a toda la sociedad. Condolencias a su familia, compañeros de todo el pais",0
Que sociedad de mierda estamos viviendo lpm loco!!,0.875
"Instante. muy emocionante sin duda, carreras de autos, baile, fiestas, amigos pero un secreto que guarda Jungha puede cambiar el sentido de las cosas, osea a mi me gusto y hasta ahora no lo supero",0
"No permitamos que este perverso y desproporcionado criterio que se pone del lado de los delincuentes, impida a la Policia a garantizar la seguridad que necesitamos.#JusticiaParaPNPMiranda El Perú exige justicia para el efectivo policial q actuó en una operación legítima.",0
Va a ganar un negro de 2 metros xD ,0.2
Que tipo degenerado. Y Donda una yegua. Pobre hija tener esos padres. Hija de dos enfermos mentales. ,0.35
Espero que las chicas en el colegio ya no se pasen las toallitas como si fueran bolsitas de merca.,0
 Enchufado es un marico en cuatro patas,0.625
"Yo dono el embudo para gorro. Ahora, ¿está loco o es tonto? Creo que aquí rige la dualidad onda-partícula....",0.35
 TRIMARDITO OJALA TE PASE LO MISMO POR NO VIAJAR EN BUS PAJUO,0.95
QUE DICES DE ESTO ESCUÁLIDO ARRASTRADO? #11Ago ,0.75
"Esa es la sociedad ignorante, resentida, ingrata e incapaz, que votó por el presidente más desgraciado de la historia.  ¿Quién nos va a proteger de ellos? ",0.45
Hoy se inaugura el Centro de Enfermedades Inflamatorias Inmunomediadas: trabajo multidisciplinario,0
"estoy harta de que las mujeres tengamos que salir con miedo a la calle y bancarnos las miradas/comentarios de pajeros que se creen que tienen autoridad para hacer lo que se le cante los huevos, harta del machismo de mierda",0.5
  Así o más arrastrado?,0.575
"Porque al perro lo mataron sin razon aparente, nada mas por el gusto de hacer sufrir.  A la vaca la mataron por hambre o por lucro economico, aunque a los dos los mataron de forma inhumana...",0.075
" En el mundo real no es así. Es todo lo contrario. La altura, el cuerpo y la belleza son los que mandan la parada.",0.025
"No entiendo ni voy a entender como hay gente que le da la cara para ser TAN mierda, no se como pueden decirle te amo a una maldita persona",0.75
"La muerte de todo ser humano más allá de su sexo o de su edad es un horror. Debe ser evitada a toda costa... Y la vida protegida! No sé bien exactamente de qué casos hablás, pero estas segura que son femicidios (asesinato de una mujer por razón de su sexo)?",0.075
aunque el pollo de Kokoriko no queda quemado como este viejito guevon. ,0.55
"Mucho lo desgraciado y MALDITO,  tiene que ser aquel ¡¡¡IMBECIL!!!, que desconoce la Historia y sale a instigar odio contra los JUDIOS, cuando han sido el pueblo más vapuleado de todos. COMO SIEMPRE MATADOR DEFENDIENDO TERRORISTAS!",0.75
¡Pobre imbécil...! Vete con tus traumas sexuales a otra parte... Si quieres ser cachapera o transfor ese es tu problema... ¡Así será de traumática tu vida privada...! Pero no tienes derecho de obligar a nadie a aceptar la ideología de género... ¡Bien lejos contigo...!,0.525
